"Date","Montant EUR","Description","N°/Type","Mémo","Compte","Catégorie","Pointé","Labels"
"01/11/2013","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"01/11/2013","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"01/11/2013","-20.00","sheraton","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"31/10/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"30/10/2013","100.00","ATM EL MANAR CAMPUS    TUNIS","",".13 OPE","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"28/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"26/10/2013","-10.00","fruits secs & co","","","> Dépenses> Loisirs> Frais apero","> Actifs> Porte-monnaie","NON",""
"25/10/2013","-20.00","salon de the: Aladin","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"24/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"20/10/2013","-100.00","mariage yahia","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"19/10/2013","-10.00","pile pour montres (citizen & guess)","","","> Dépenses> Quotidien> Autres","> Actifs> Porte-monnaie","NON",""
"18/10/2013","60.00","1 * 60dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"18/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"15/10/2013","-32.00","Forfait tunisiana business (3 mois)","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"11/10/2013","-5.00","reparation dream box","","","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"11/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"10/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/10/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"02/10/2013","200.00","DAB AB 28.09.13 OPE 686861","",".13 OPE","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"01/10/2013","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"29/09/2013","-30.00","anniv 1 an (bébé Amira)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"28/09/2013","-100.00","diner chez adel","","","> Dépenses> Loisirs> Frais apero","> Actifs> Porte-monnaie","NON",""
"27/09/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"26/09/2013","100.00","Remboursement part de slim & dr khlil","","","> Dépenses> Santé","> Actifs> Porte-monnaie","NON",""
"26/09/2013","-7.00","salon de the: el hamra","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"26/09/2013","-60.00","restaurant bistro","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"25/09/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"24/09/2013","-1.00","parking la fayette","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"24/09/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"24/09/2013","-6.00","pause dej: mlawi","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"24/09/2013","-18.00","Renouvellement permis","","","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON",""
"23/09/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/09/2013","-1.00","eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"20/09/2013","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"20/09/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/09/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/09/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"14/09/2013","-10.00","complement fucacca","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"14/09/2013","-56.00","Carburant","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"13/09/2013","35.00","Remboursement massage","","","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"13/09/2013","-3.00","pause dej: mlawi","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"11/09/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/09/2013","-3.00","Complement Bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"10/09/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/09/2013","-1.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/09/2013","-4.00","hermes café: citronade","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"08/09/2013","-1.50","eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"07/09/2013","-10.00","brau house","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"07/09/2013","-1.50","eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"07/09/2013","-11.00","cartes telephone","","","> Dépenses> Achats & Shopping> Cadeaux","> Actifs> Porte-monnaie","NON","Halloula"
"07/09/2013","-2.50","Peage(Hammamet)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"07/09/2013","-10.00","restaurant mediterraneo (pour boire)","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"06/09/2013","50.00","ATM ENNASR","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"06/09/2013","-2.50","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/09/2013","-10.00","baroque: avec nappil","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"05/09/2013","-1.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/09/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/09/2013","-2.00","pause dej: sw","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"03/09/2013","-15.00","Fleurs (bébé Amira)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"03/09/2013","-3.50","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"02/09/2013","-8.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"02/09/2013","-3.00","pause dej: sw","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"01/09/2013","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"01/09/2013","-20.00","Traitement rovamycine","","","> Dépenses> Santé","> Actifs> Porte-monnaie","NON",""
"31/08/2013","-6.00","parking central park","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"31/08/2013","-1.50","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"31/08/2013","-60.00","Amende radar","","","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON",""
"29/08/2013","-30.00","Traitement panaris","","","> Dépenses> Santé","> Actifs> Porte-monnaie","NON",""
"28/08/2013","50.00","Trouve par terre","","","> Revenus> Cadeaux","> Actifs> Porte-monnaie","NON",""
"23/08/2013","16.00","Remboursement musee el jem","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"23/08/2013","-16.00","musee el jem","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"23/08/2013","15.00","remboursement orchestre symphonique de tunis","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"23/08/2013","200.00","GAB BZ SIDI BOU SAID","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"23/08/2013","100.00","GAB BZ SIDI BOU SAID","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"23/08/2013","-200.00","ANN DAB CACS AUT.BQ     22.08.13","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"20/08/2013","900.00","remboursement location voiture","papa","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"20/08/2013","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"20/08/2013","-10.00","complement pizza au menzah 6","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"20/08/2013","-1.00","parking menzah 6","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"19/08/2013","140.00","Rest sport nautique (participation halloula)","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"19/08/2013","-5.00","restaurant la daurade: pour boire","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"19/08/2013","-1.00","parking haouaria","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"19/08/2013","-20.00","Carburant","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"17/08/2013","-40.00","pour fatma","","","> Dépenses> Quotidien> Autres","> Actifs> Porte-monnaie","NON","Wedding blanc"
"17/08/2013","-20.00","Coiffeur fiancailles","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Wedding blanc"
"16/08/2013","-300.00","argent de poche séjour noces a mahdia","","","> Dépenses> Vacances> Argent de poche","> Actifs> Porte-monnaie","NON",""
"16/08/2013","-1.00","parking menzah 6","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"16/08/2013","-3.00","Terzi: retouche pantalon","","","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON","Wedding blanc"
"16/08/2013","-295.00","chemise et panaton (emilio guido)","","","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON","Wedding blanc"
"15/08/2013","-3.00","cytheal","","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"15/08/2013","-1.00","parking central park","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"14/08/2013","104.50","remboursement chaussures","halloula","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"13/08/2013","-10.00","sortie bouffe a geant","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"12/08/2013","400.00","ATM EL MANAR CAMPUS    TUNIS","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"12/08/2013","-400.00","Montre pour halloula","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Wedding blanc"
"12/08/2013","-8.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"12/08/2013","-1.50","eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"12/08/2013","-20.00","e Cosi","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"12/08/2013","-15.00","ajustement montre fiancailles","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Wedding blanc"
"11/08/2013","-15.00","crepes & citronad a bizerte","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"11/08/2013","-2.50","Peage (Bizerte)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"10/08/2013","-6.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"10/08/2013","-2.00","2 bouteilles d'eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"07/08/2013","-1.00","parking central park","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"07/08/2013","-70.00","viande","","","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"07/08/2013","-10.00","pains","","","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"06/08/2013","-1.50","parking ghar el mel7","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"06/08/2013","-20.00","Ghar el Mel7: boissons + jetables","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"05/08/2013","-5.00","Jus & gateau de chez b.mokhtar","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"04/08/2013","-10.00","Jus de chez b.mokhtar","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"03/08/2013","-2.50","Peage (Bizerte)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"02/08/2013","540.00","12 * 45 dt / jour","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"01/08/2013","-20.00","Am sale7","débarsser tronc d'arbre","","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"01/08/2013","-15.00","Boisson & dattes pour soirée chez adel","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"30/07/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"30/07/2013","100.00","DAB AB 24.07.13 OPE 816191","",".13 OPE","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"29/07/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/07/2013","10.00","remboursement recharge","amis","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"29/07/2013","100.00","DAB CACS AB 041 28.07.13","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"26/07/2013","-40.00","fruits fourré & fleur (diner chez mak)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"24/07/2013","-1.50","parking ghar el mel7","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"24/07/2013","-30.00","ajustement bague fiancailles","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Wedding blanc"
"24/07/2013","-30.00","Ghar el Mel7: participation jus","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"23/07/2013","-15.00","Rupture du jeune a ennaser","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"23/07/2013","50.00","DAB CACS AB 082 22.07.13","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"22/07/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"20/07/2013","-10.00","Tennis: location terrain","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"20/07/2013","-10.00","robinet+flexible","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"20/07/2013","-10.00","plombier","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"17/07/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/07/2013","-15.00","Gateaux et pain","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"15/07/2013","-32.00","Forfait tunisiana business (3 mois)","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"12/07/2013","-20.00","matos installatin clim (cable, disjonteur)","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"10/07/2013","-10.00","gateau de chez nouvelle patisserie","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"08/07/2013","-8.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"08/07/2013","-5.00","chargeur sagem","","","> Dépenses> Quotidien> Communications","> Actifs> Porte-monnaie","NON",""
"08/07/2013","-7.00","Chargeur samsung pour moon","","","> Dépenses> Quotidien> Communications","> Actifs> Porte-monnaie","NON",""
"08/07/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"06/07/2013","-1.00","parking menzah 6","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"03/07/2013","-35.00","Fucacca","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"02/07/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/07/2013","330.00","dollars","","","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"01/07/2013","60.00","DAB CACS AB 033 30.06.13","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"01/07/2013","-5.00","bouffe","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"30/06/2013","-5.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"29/06/2013","-6.00","Peage (Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"29/06/2013","-40.00","Fucacca","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"28/06/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"26/06/2013","20.00","Remboursement Theatre: Bourguiba dernière prison (partie 2)","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"26/06/2013","-40.00","Theatre: Bourguiba dernière prison (partie 2)","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"26/06/2013","-10.00","frais transporteur","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"26/06/2013","-3.00","palmarium","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"26/06/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"26/06/2013","-8.00","bouffe","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"24/06/2013","-5.00","bouffe","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"22/06/2013","-6.00","Peage (Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"22/06/2013","-15.00","bouffe","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"21/06/2013","-40.00","avec nappil","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"21/06/2013","-6.00","bouffe","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"21/06/2013","-1.50","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"20/06/2013","-20.00","Commission accelration titre foncier","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"20/06/2013","-2.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"20/06/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"19/06/2013","-5.00","carte orange","","","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON",""
"17/06/2013","200.00","ATM EL MANAR CAMPUS","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"16/06/2013","-32.00","Gateau glacé (diner chez mak)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"15/06/2013","-30.00","Taxi (raoued-tunis-raoued-tunis)","","","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON",""
"15/06/2013","-3.00","Peage (Hammamet)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"14/06/2013","-3.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"13/06/2013","-2.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"13/06/2013","-3.00","Complement Bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"12/06/2013","100.00","ATM CENTRE URBAIN NORD ARIANA","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"10/06/2013","210.00","CHQ 2223388 FAV BARGAOUI         ABD","","2223388","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"08/06/2013","-32.00","Chocolat (Anniversaire zou)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"08/06/2013","-120.00","Achat télé + récepteur occasion","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"08/06/2013","-23.00","Sonede","","","> Dépenses> Logement> chez moi> Factures","> Actifs> Porte-monnaie","NON",""
"05/06/2013","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"05/06/2013","-20.00","accessoires installation parabole","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"05/06/2013","400.00","ATM RAOUED","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"05/06/2013","-320.00","Installation parabole","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"05/06/2013","-2.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/06/2013","-3.00","Complement Bon gusto","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"04/06/2013","-30.00","VERSEMENT ESPECE 212336","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"03/06/2013","200.00","ATM EL MANAR","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"03/06/2013","-3.00","fusibles disjoncteur","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"01/06/2013","-10.00","frais transporteur","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"31/05/2013","-21.00","pause dej: resto au souks","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"29/05/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/05/2013","-5.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/05/2013","-2.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"27/05/2013","70.00","DAB CACS AB 082 25.05.13","","","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"26/05/2013","-8.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"26/05/2013","-15.00","bouquet moon pour fete des mères","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"26/05/2013","-20.00","cotisation frais transporteur","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"26/05/2013","-35.00","Achat & Réparation serrures","","","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"26/05/2013","-5.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"23/05/2013","3230.00","retrait","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"23/05/2013","-15.00","achat timbre du titre de credit","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"22/05/2013","-3230.00","versement a Amen Banque","attijari","","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"22/05/2013","-5.00","pause dej: sw","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"22/05/2013","-20.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"22/05/2013","-10.00","Signature légalisée du contrat de vente","","","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"18/05/2013","-5.00","Peage(Sousse)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"18/05/2013","-25.00","fucacca avec walid","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"18/05/2013","-10.00","Fleurs (Amira)","visite chez amira","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"18/05/2013","-15.00","crepes a sousse","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"17/05/2013","100.00","ABT SOUSSE SENGHOR    >SOUSSE","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"17/05/2013","30.00","ATM RELAIS OLYMPIQUE  TUNIS","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"15/05/2013","50.00","DAB AB 13.05.13 OPE 852656","",".13 OPE","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"14/05/2013","50.00","DAB AB 10.05.13 OPE 434446","",".13 OPE","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"13/05/2013","-50.00","Tenue tennis (Anniversaire Hamma)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"13/05/2013","-15.00","pause dej","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"13/05/2013","-3.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"12/05/2013","-2.50","Peage(Hammamet)","","","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON",""
"12/05/2013","-15.00","Crêpes au canari","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"12/05/2013","-3.00","parking (hammamet nord)","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"12/05/2013","-15.00","Fleurs anniversaire","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula"
"11/05/2013","-2.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"09/05/2013","-4.00","Café","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
