"Date","Montant EUR","Description","N°/Type","Mémo","Compte","Catégorie","Pointé","Labels"
"01/11/2011","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"31/10/2011","-5.00","Café Dos con dos","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Salsa"
"30/10/2011","50.00","ATM BNA EL MENZAH VI   0000389","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"30/10/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/10/2011","-10.00","Photo ball FMT","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Halloula"
"26/10/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"24/10/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/10/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"22/10/2011","-19.00","crêperie la marsa","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles"
"22/10/2011","-6.00","chocolat","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles"
"22/10/2011","50.00","retrait casier pour sortie filles","","","> Actifs> Placement> Casier","> Actifs> Porte-monnaie","NON",""
"21/10/2011","35.00","Remboursement massage","","","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"20/10/2011","-11.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"17/10/2011","-3.00","Chapati","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"17/10/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/10/2011","-25.00","Abonnement bachata","","","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Salsa"
"15/10/2011","-8.00","Monoprix","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"15/10/2011","-11.00","Monoprix","Shampoing & après shampoing","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"14/10/2011","-5.00","Café Bizerte","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"14/10/2011","-22.00","Croissants pour ST","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"13/10/2011","-2.00","pause dej: complement sw","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"12/10/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/10/2011","-9.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/10/2011","-150.00","Placé a l'abri","","","> Actifs> Placement> Casier","> Actifs> Porte-monnaie","NON",""
"08/10/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/10/2011","-14.00","salon de thé: menzah 6","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"07/10/2011","-59.00","revision 30000","30000","","> Dépenses> Auto> Entretien","> Actifs> Porte-monnaie","NON",""
"06/10/2011","-6.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"06/10/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/10/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/10/2011","-49.00","star oil","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"04/10/2011","100.00","Cotisation moon: Matelas","","","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"04/10/2011","-220.00","Matelas","","","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"03/10/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"02/10/2011","160.00","ATM ABT EL GHAZALA     0496597","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"02/10/2011","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"30/09/2011","-1.00","Fakhr eddine","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"28/09/2011","-20.00","Spectacle tennis (Noah vs Mansour)","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"28/09/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/09/2011","-13.00","salon de thé: 4 ever","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"25/09/2011","-2.50","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"25/09/2011","-2.50","Tabac pour moon","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"24/09/2011","-15.00","salon de thé: Bolero","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"24/09/2011","-25.00","salon de thé: 4 ever","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"24/09/2011","80.00","cadeau","","","> Revenus> apport famille","> Actifs> Porte-monnaie","NON",""
"23/09/2011","-11.00","Salon de thé: Palmeraie","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"22/09/2011","-1.50","compensation","","","> Dépenses","> Actifs> Porte-monnaie","NON",""
"22/09/2011","-1.50","cotisation pack lait","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"22/09/2011","-3.00","pack d'eau","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"22/09/2011","-30.00","Cadeau amine charfeddine (naissance)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"21/09/2011","-5.00","Salon de thé: Manar 3","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"20/09/2011","-2.00","Croissants avant café","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"20/09/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"19/09/2011","-1.00","pause dej: complement sw","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"17/09/2011","-4.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"17/09/2011","-17.00","Crêperie La marsa","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"17/09/2011","-5.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"17/09/2011","-4.00","reparation pneu","","","> Dépenses> Auto> Entretien","> Actifs> Porte-monnaie","NON",""
"16/09/2011","-4.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/09/2011","-1.00","Lait","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"15/09/2011","-10.00","Salon de thé: la movida","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"12/09/2011","-1.00","Lait","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"12/09/2011","-16.50","Capsules café Lavazza","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"11/09/2011","-2.50","Med Smile","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"10/09/2011","-3.00","pause dej: complement Med Smile","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"10/09/2011","-11.00","Salon de thé: Palmeraie","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"09/09/2011","150.00","ABT SHERATON           0046599","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"08/09/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/09/2011","-2.50","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/09/2011","-2.50","tabac pour moon","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"04/09/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/09/2011","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"01/09/2011","20.00","ABT SHERATON           0045898","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"01/09/2011","20.00","ABT SHERATON           0045900","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"01/09/2011","30.00","ABT SHERATON           0045902","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"01/09/2011","-11.00","scossa avec les amis de l'INSAT","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/09/2011","-9.00","Reception A la maison","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"28/08/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/08/2011","-9.00","Café + crepe Bizerte","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/08/2011","-215.00","Cadeau mariage (slim & rania)","","","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON",""
"25/08/2011","-5.00","tabac pour moon","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"25/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"24/08/2011","-30.00","salont de thé - Cote d'or","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"23/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"22/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"19/08/2011","-65.00","Restaurant Essaraya","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"18/08/2011","223.00","BAOUEB MOUNIR          0000001","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"18/08/2011","150.00","ABT LAC MARINA         0234395","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"17/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"15/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"14/08/2011","-5.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"13/08/2011","50.00","ABT SHERATON           0045142","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"13/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"13/08/2011","-20.00","gateaux (pyramide)","","","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"12/08/2011","-20.00","la movida (soirée salsa)","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"12/08/2011","-800.00","VERSEMENT ESPECE 182943","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"11/08/2011","50.00","ABT LAC MARINA         0232187","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"11/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/08/2011","-7.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"10/08/2011","-15.00","la movida (soirée salsa)","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"09/08/2011","-20.00","Marsa","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"08/08/2011","-20.00","monop","bouffe","","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"08/08/2011","-20.00","monop","","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"07/08/2011","-20.00","la movida (soirée salsa)","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"05/08/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/08/2011","360.00","Rembourcement CCE","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"04/08/2011","-25.00","Invitation piscine","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON",""
"04/08/2011","-1350.00","Sport: Abonnement Sheraton","","","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON",""
"04/08/2011","800.00","Retrait depuis les économies","","","> Actifs> Placement> Bourse> Compte bourse walid","> Actifs> Porte-monnaie","NON",""
"04/08/2011","800.00","Retrait depuis les économies","","","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON",""
"04/08/2011","800.00","Retrait depuis les économies","","","> Actifs> Placement> Bourse> Compte bourse moon","> Actifs> Porte-monnaie","NON",""
"02/08/2011","-15.00","boissons sortie bateau","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"02/08/2011","-60.00","sortie bateau","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Salsa"
"01/08/2011","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"01/08/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/07/2011","-80.00","Movenpick & entrée trinidad","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"11/07/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"10/07/2011","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"09/07/2011","-8.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/07/2011","100.00","GAB AG EL MANAR -CAM   0000017","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"04/07/2011","-8.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"03/07/2011","-4.00","sw + gateau avant salsa","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"03/07/2011","-5.00","tabac pour moon","","","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON",""
"03/07/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"02/07/2011","-50.00","Bar Sheraton","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"01/07/2011","-20.00","Gardien","","","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON",""
"01/07/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"29/06/2011","100.00","ABT BARDO CENTRE       0423601","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"28/06/2011","50.00","ABT MENZAH V           0124435","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"28/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"28/06/2011","-25.00","salon de thé - 4 ever","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"27/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"26/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/06/2011","200.00","ATM ABT EL GHAZALA     0426549","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"23/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"21/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"20/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"14/06/2011","-30.00","Golden Tulip","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"13/06/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"12/06/2011","100.00","ATM ABT EL GHAZALA     0419371","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"12/06/2011","-100.00","Frais séjour a hammamet","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"10/06/2011","150.00","ATM AB ELMANAR CAMPU   0050355","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"10/06/2011","-7.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"10/06/2011","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"09/06/2011","-65.00","séjour hammamet","","","> Dépenses> Vacances","> Actifs> Porte-monnaie","NON",""
"08/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"07/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"06/06/2011","200.00","RETRAIT ESPECE","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"06/06/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/06/2011","-10.00","Latina","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON",""
"04/06/2011","-15.00","salon de thé - sex seven","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"04/06/2011","-50.00","produits rasage et aute a monop","","","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON",""
"04/06/2011","-5.00","pile pour montre","","","> Dépenses> Quotidien> Autres","> Actifs> Porte-monnaie","NON",""
"04/06/2011","-25.00","cadeaux","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON",""
"03/06/2011","100.00","RETRAIT ESPECE","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"02/06/2011","-7.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"31/05/2011","4.00","Remboursement Cinema","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"31/05/2011","50.00","ABT MENZAH V           0119273","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"31/05/2011","-25.00","salont de thé - Cote d'or","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"31/05/2011","-8.00","Cinema","plus jamais peur","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON",""
"31/05/2011","-3.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"30/05/2011","-15.00","bijoux halloula","","","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON",""
"29/05/2011","-50.00","essence","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"29/05/2011","-20.00","Aqua lunge","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Filles"
"29/05/2011","-100.00","Trinidad","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"28/05/2011","200.00","ABT EL MANAR           0279765","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"28/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/05/2011","-110.00","CEA: enregistrement","","","> Dépenses> Banque> Frais CEA","> Actifs> Porte-monnaie","NON",""
"26/05/2011","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"25/05/2011","-55.00","Bar Madison","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"24/05/2011","200.00","ATM ABT EL GHAZALA     0406877","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"24/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"23/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"22/05/2011","-15.00","salon de thé - six, seven..","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles"
"21/05/2011","-20.00","resto: cubana café","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles"
"21/05/2011","-10.00","boissons theatre","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"20/05/2011","-3.00","parking","","","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON",""
"20/05/2011","50.00","ABT BACH HAMBA         0386417","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"19/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/05/2011","7.00","Remboursement: Ouel baballah","","","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Remboursement CCE"
"18/05/2011","-20.00","Bar Madison","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"17/05/2011","50.00","ABT NLLE ARIANA        0183361","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"17/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"16/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"15/05/2011","-20.00","Canari","","","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Filles"
"14/05/2011","-10.00","Café , glaces (hammamet)","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles"
"14/05/2011","-20.00","Bar hotel lilas","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"14/05/2011","-30.00","Soirée, hotel lilas","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"13/05/2011","-20.00","Trinidad","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"12/05/2011","-10.00","salon de thé - El 7amra","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles"
"12/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"11/05/2011","-20.00","Bar Madison","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"10/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"09/05/2011","120.00","ATM ABT EL GHAZALA     0398262","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"09/05/2011","-2.00","pause dej","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"09/05/2011","-10.00","salon de thé - El 7amra","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles"
"08/05/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"06/05/2011","30.00","ATM AB ELMANAR CAMPU   0045719","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"06/05/2011","-5.00","pourboire (KM5)","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"06/05/2011","-2.00","pause dej","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"05/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"05/05/2011","-7.00","Lavage","","","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON",""
"05/05/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"04/05/2011","-2.00","pause dej","","","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON",""
"04/05/2011","-15.00","Bar Madison","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Salsa"
"02/05/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"01/05/2011","-7.00","Coiffeur","","","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON",""
"30/04/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"28/04/2011","-5.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"27/04/2011","-10.00","9obet hwé","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"25/04/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"24/04/2011","100.00","ATM BT LA MARSA        0006617","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"24/04/2011","-15.00","salon de thé - El 7amra","","","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Filles"
"23/04/2011","-50.00","Essence","","","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON",""
"23/04/2011","100.00","ATM STAR OIL_          0016786","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"23/04/2011","-15.00","Bar Aeroport","","","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON",""
"22/04/2011","-6.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"19/04/2011","120.00","RETRAIT ESPECE","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"19/04/2011","-10.00","Café Amel","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
"18/04/2011","60.00","ATM BT ARIANA          0003814","","","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"17/04/2011","-10.00","Cafés à Hammamet","","","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON",""
