"Date","N°/Type","Description","Mémo","Montant EUR","Compte","Catégorie","Pointé","Labels"
"01/09/2013","","Coiffeur","","-7.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"01/09/2013","","Traitement rovamycine","","-20.00","> Dépenses> Santé","> Actifs> Porte-monnaie","NON",""
"31/08/2013","","Amende radar","","-60.00","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON",""
"29/08/2013","","Traitement panaris","","-30.00","> Dépenses> Santé","> Actifs> Porte-monnaie","NON",""
"28/08/2013","","Trouve par terre","","50.00","> Revenus> Cadeaux","> Actifs> Porte-monnaie","NON",""
"23/08/2013","","Remboursement musee el jem","","16.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien"
"23/08/2013","","musee el jem","","-16.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien"
"23/08/2013","","remboursement orchestre symphonique de tunis","","15.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien"
"23/08/2013","","GAB BZ SIDI BOU SAID","","200.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"23/08/2013","","GAB BZ SIDI BOU SAID","","100.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"23/08/2013","","ANN DAB CACS AUT.BQ     22.08.13","","-200.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"20/08/2013","","remboursement location voiture","papa","900.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"20/08/2013","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"20/08/2013","","complement pizza au menzah 6","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"20/08/2013","","parking menzah 6","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"19/08/2013","","Rest sport nautique (participation halloula)","","140.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"19/08/2013","","restaurant la daurade: pour boire","","-5.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"19/08/2013","","parking haouaria","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"19/08/2013","","Carburant","","-20.00","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON","Quotidien"
"17/08/2013","","pour fatma","","-40.00","> Dépenses> Quotidien> Autres","> Actifs> Porte-monnaie","NON","Quotidien;Wedding blanc"
"17/08/2013","","Coiffeur fiancailles","","-20.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien;Wedding blanc"
"16/08/2013","","argent de poche séjour noces a mahdia","","-300.00","> Dépenses> Vacances> Argent de poche","> Actifs> Porte-monnaie","NON","Quotidien"
"16/08/2013","","parking menzah 6","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"16/08/2013","","Terzi: retouche pantalon","","-3.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON","Quotidien;Wedding blanc"
"16/08/2013","","chemise et panaton (emilio guido)","","-295.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON","Quotidien;Wedding blanc"
"15/08/2013","","cytheal","","-3.00","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON","Quotidien"
"15/08/2013","","parking central park","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"14/08/2013","","remboursement chaussures","halloula","104.50","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"13/08/2013","","sortie bouffe a geant","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"12/08/2013","","ATM EL MANAR CAMPUS    TUNIS","","400.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"12/08/2013","","Montre pour halloula","","-400.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Wedding blanc"
"12/08/2013","","Lavage","","-8.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"12/08/2013","","eau","","-1.50","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"12/08/2013","","e Cosi","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"12/08/2013","","ajustement montre fiancailles","","-15.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien;Wedding blanc"
"11/08/2013","","crepes & citronad a bizerte","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"11/08/2013","","Peage (Bizerte)","","-2.50","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"10/08/2013","","Coiffeur","","-6.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"10/08/2013","","2 bouteilles d'eau","","-2.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"07/08/2013","","parking central park","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"07/08/2013","","viande","","-70.00","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"07/08/2013","","pains","","-10.00","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"06/08/2013","","parking ghar el mel7","","-1.50","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"06/08/2013","","Ghar el Mel7: boissons + jetables","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"05/08/2013","","Jus & gateau de chez b.mokhtar","","-5.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"04/08/2013","","Jus de chez b.mokhtar","","-10.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"03/08/2013","","Peage (Bizerte)","","-2.50","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"02/08/2013","","12 * 45 dt / jour","","540.00","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"01/08/2013","","Am sale7","débarsser tronc d'arbre","-20.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON",""
"01/08/2013","","Boisson & dattes pour soirée chez adel","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"30/07/2013","","Café","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"30/07/2013",".13 OPE","DAB AB 24.07.13 OPE 816191","","100.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"29/07/2013","","Café","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"29/07/2013","","remboursement recharge","amis","10.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"29/07/2013","","DAB CACS AB 041 28.07.13","","100.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"26/07/2013","","fruits fourré & fleur (diner chez mak)","","-40.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"24/07/2013","","parking ghar el mel7","","-1.50","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"24/07/2013","","ajustement bague fiancailles","","-30.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien;Wedding blanc"
"24/07/2013","","Ghar el Mel7: participation jus","","-30.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON",""
"23/07/2013","","Rupture du jeune a ennaser","","-15.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"23/07/2013","","DAB CACS AB 082 22.07.13","","50.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"22/07/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"20/07/2013","","Tennis: location terrain","","-10.00","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON","Quotidien"
"20/07/2013","","robinet+flexible","","-10.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"20/07/2013","","plombier","","-10.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"17/07/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"16/07/2013","","Gateaux et pain","","-15.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"15/07/2013","","Forfait tunisiana business (3 mois)","","-32.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON","Quotidien"
"12/07/2013","","matos installatin clim (cable, disjonteur)","","-20.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"10/07/2013","","gateau de chez nouvelle patisserie","","-10.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"08/07/2013","","Lavage","","-8.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"08/07/2013","","chargeur sagem","","-5.00","> Dépenses> Quotidien> Communications","> Actifs> Porte-monnaie","NON",""
"08/07/2013","","Chargeur samsung pour moon","","-7.00","> Dépenses> Quotidien> Communications","> Actifs> Porte-monnaie","NON",""
"08/07/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"06/07/2013","","parking menzah 6","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"03/07/2013","","Fucacca","","-35.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"02/07/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"01/07/2013","","dollars","","330.00","> Revenus> Loyer","> Actifs> Porte-monnaie","NON",""
"01/07/2013","","DAB CACS AB 033 30.06.13","","60.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"01/07/2013","","bouffe","","-5.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"30/06/2013","","Coiffeur","","-5.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"29/06/2013","","Peage (Sousse)","","-6.00","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"29/06/2013","","Fucacca","","-40.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"28/06/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"26/06/2013","","Remboursement Theatre: Bourguiba dernière prison (partie 2)","","20.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien"
"26/06/2013","","Theatre: Bourguiba dernière prison (partie 2)","","-40.00","> Dépenses> Loisirs> Cinema/theatre","> Actifs> Porte-monnaie","NON","Quotidien"
"26/06/2013","","frais transporteur","","-10.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"26/06/2013","","palmarium","","-3.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"26/06/2013","","Café","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"26/06/2013","","bouffe","","-8.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"24/06/2013","","bouffe","","-5.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"22/06/2013","","Peage (Sousse)","","-6.00","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"22/06/2013","","bouffe","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"21/06/2013","","avec nappil","","-40.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"21/06/2013","","bouffe","","-6.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"21/06/2013","","parking","","-1.50","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"20/06/2013","","Commission accelration titre foncier","","-20.00","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"20/06/2013","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"20/06/2013","","Café","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"19/06/2013","","carte orange","","-5.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON","Quotidien"
"17/06/2013","","ATM EL MANAR CAMPUS","","200.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"16/06/2013","","Gateau glacé (diner chez mak)","","-32.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"15/06/2013","","Taxi (raoued-tunis-raoued-tunis)","","-30.00","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"15/06/2013","","Peage (Hammamet)","","-3.00","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"14/06/2013","","Café","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"13/06/2013","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"13/06/2013","","Complement Bon gusto","","-3.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"12/06/2013","","ATM CENTRE URBAIN NORD ARIANA","","100.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"10/06/2013","2223388","CHQ 2223388 FAV BARGAOUI         ABD","","210.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"08/06/2013","","Chocolat (Anniversaire zou)","","-32.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"08/06/2013","","Achat télé + récepteur occasion","","-120.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"08/06/2013","","Sonede","","-23.00","> Dépenses> Logement> chez moi> Factures","> Actifs> Porte-monnaie","NON",""
"05/06/2013","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"05/06/2013","","accessoires installation parabole","","-20.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"05/06/2013","","ATM RAOUED","","400.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"05/06/2013","","Installation parabole","","-320.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"05/06/2013","","Café","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"05/06/2013","","Complement Bon gusto","","-3.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"04/06/2013","","VERSEMENT ESPECE 212336","","-30.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"03/06/2013","","ATM EL MANAR","","200.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"03/06/2013","","fusibles disjoncteur","","-3.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"01/06/2013","","frais transporteur","","-10.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"31/05/2013","","pause dej: resto au souks","","-21.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"29/05/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"29/05/2013","","Café","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"29/05/2013","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"27/05/2013","","DAB CACS AB 082 25.05.13","","70.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"26/05/2013","","Lavage","","-8.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"26/05/2013","","bouquet moon pour fete des mères","","-15.00","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON","Quotidien"
"26/05/2013","","cotisation frais transporteur","","-20.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"26/05/2013","","Achat & Réparation serrures","","-35.00","> Dépenses> Logement> chez moi","> Actifs> Porte-monnaie","NON",""
"26/05/2013","","Coiffeur","","-5.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"23/05/2013","","retrait","","3230.00","> Actifs> Placement> Bourse> Compte bourse principal","> Actifs> Porte-monnaie","NON","Quotidien"
"23/05/2013","","achat timbre du titre de credit","","-15.00","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"22/05/2013","","versement a Amen Banque","attijari","-3230.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON",""
"22/05/2013","","pause dej: sw","","-5.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"22/05/2013","","Café","","-20.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"22/05/2013","","Signature légalisée du contrat de vente","","-10.00","> Actifs> Maison","> Actifs> Porte-monnaie","NON",""
"18/05/2013","","Peage(Sousse)","","-5.00","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"18/05/2013","","fucacca avec walid","","-25.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"18/05/2013","","Fleurs (Amira)","visite chez amira","-10.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"18/05/2013","","crepes a sousse","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"17/05/2013","","ABT SOUSSE SENGHOR    >SOUSSE","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"17/05/2013","","ATM RELAIS OLYMPIQUE  TUNIS","","30.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"15/05/2013",".13 OPE","DAB AB 13.05.13 OPE 852656","","50.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"14/05/2013",".13 OPE","DAB AB 10.05.13 OPE 434446","","50.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"13/05/2013","","Tenue tennis (Anniversaire Hamma)","","-50.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"13/05/2013","","pause dej","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"13/05/2013","","parking","","-3.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"12/05/2013","","Peage(Hammamet)","","-2.50","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"12/05/2013","","Crêpes au canari","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"12/05/2013","","parking (hammamet nord)","","-3.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"12/05/2013","","Fleurs anniversaire","","-15.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"11/05/2013","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"09/05/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"08/05/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"08/05/2013",".13 OPE","DAB AB 06.05.13 OPE 199268","","200.00","> Actifs> Comptes chèques> Amen","> Actifs> Porte-monnaie","NON",""
"07/05/2013","","Café","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"07/05/2013","","pause dej: bon gusto","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2013","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2013","","Peage(Sousse)","","-5.00","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2013","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2013","","installation nouvelle parabole pour recepteur chambre","","-180.00","> Dépenses> Logement> Cotisations","> Actifs> Porte-monnaie","NON",""
"03/05/2013","","pause dej: agadou","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"01/05/2013","","Abonnement cours Salsa Faycla","","-40.00","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"01/05/2013","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"01/05/2013","","BAR","","-40.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"01/05/2013","","pause dej: BON GUSTO","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"01/05/2013","","Forfait tunisiana business (3 mois)","","-32.00","> Dépenses> Quotidien> Communications> Portable","> Actifs> Porte-monnaie","NON","Quotidien"
"29/04/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"27/04/2013","","pause dej: sw","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"27/04/2013","","parking","","-5.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"26/04/2013","","ABT BARRAKET ESSAHEL  >NABEUL","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"24/04/2013","","pause dej: bon gusto","","-10.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"24/04/2013","","Café","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"23/04/2013","","Coiffeur","","-6.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"23/04/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"21/04/2013","","pause dej: sw","","-15.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"21/04/2013","","parking","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"20/04/2013","","cadeau","","-5.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"20/04/2013","","Café","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"19/04/2013","","cadeau","","-32.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"18/04/2013","","cadres photos pour maman halloula","","-32.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"18/04/2013","","Café","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"18/04/2013","","parking nirvana","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"18/04/2013","","nirvana","","-7.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"17/04/2013","","Agence TAMAYOUZ       >CITE MA","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"15/04/2013","","pause dej: sw thon manar","","-1.50","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"14/04/2013","","Café a phenicia avec salsa","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"14/04/2013","","Café a l'aeroport","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"14/04/2013","","bouffe:  thon + fromage + gateaux","","-15.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"14/04/2013","","parking aeroport","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"12/04/2013","","Remboursement avance cce","Leila","200.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"12/04/2013","","ATM TQB AG AOUINA     AOUINA","","30.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"12/04/2013","","Café a hammamet","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"12/04/2013","","Café a l'aeroport","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"12/04/2013","","mechmoum a hammamet","","-10.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"12/04/2013","","parking hammamet","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"12/04/2013","","parking aeroport","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"12/04/2013","","boites a bijoux & boucles","","-20.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"07/04/2013","","Peage(Sousse)","","-5.00","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"07/04/2013","","2 Echarpes en soie","","-65.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"05/04/2013","","GAB SHELL SORTIE SUD  >EL MOUR","","70.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
"05/04/2013","","pause dej: sw am naceur + coca + café","","-4.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"05/04/2013","","Perdus :/","","-191.00","> Dépenses","> Actifs> Porte-monnaie","NON",""
"05/04/2013","","VERSEMENT ESPECE 209663","","-900.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON",""
