"Date","N°/Type","Description","Mémo","Montant EUR","Compte","Catégorie","Pointé","Labels"
"28/09/2012","","AKMEN GAMES           TUNIS (remboursement halloula)","","80.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"28/09/2012","","fucaccia: complement pizza","","-2.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"28/09/2012","","Café Amel","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"28/09/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"27/09/2012","","fucaccia: complement pizza","","-4.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"27/09/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"27/09/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"26/09/2012","","tabac","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"25/09/2012","","tabac","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"24/09/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"22/09/2012","","monop: yoghourt, fromage, cereales","","-16.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"21/09/2012","","pistaches","","-2.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"21/09/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"21/09/2012","","Café Amel","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"20/09/2012","","Remboursement Leila","Leila","200.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"20/09/2012","","fucaccia: complement pizza","","-2.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien"
"20/09/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"20/09/2012","","Café Amel","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"18/09/2012","","Café Amel","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"18/09/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"18/09/2012","","Lavage","","-10.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"17/09/2012","","Café Amel","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"17/09/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"16/09/2012","","tabac pour moon","","-2.50","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON","Quotidien"
"16/09/2012","","Café Amel","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"16/09/2012","","tabac","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"16/09/2012","","thon; pain; eau","","-5.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"16/09/2012","","rangement garage: paiement pour videur","","-10.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"13/09/2012","","tabac","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"11/09/2012","","eau + yoghourt","","-2.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"11/09/2012","","tabac","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"11/09/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"11/09/2012","","chezy yassine: lablebi","","-3.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"11/09/2012","","economie","","-500.00","> Actifs> Placement> Bourse> Compte bourse walid","> Actifs> Porte-monnaie","NON",""
"10/09/2012","","perdus","","-7.00","> Dépenses> Perdus","> Actifs> Porte-monnaie","NON","Quotidien"
"07/09/2012","","tabac","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"07/09/2012","","Madison","","-25.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"06/09/2012","","Rembourcement CCE","","360.00","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON","Quotidien;Remboursement CCE"
"06/09/2012","","chocolat + boisson","","-5.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"05/09/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"05/09/2012","","Sortie mechwi","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"04/09/2012","","chezy yassine: lablebi","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"01/09/2012","","Coiffeur","","-6.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"31/08/2012","","perdus","","-6.50","> Dépenses> Perdus","> Actifs> Porte-monnaie","NON","Quotidien"
"31/08/2012","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"31/08/2012","","tabac","","-5.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"31/08/2012","","salsa: coin des artistes","","-6.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"29/08/2012","","Café Amel","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"29/08/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"29/08/2012","","Remplacement alimentation Dream Box","","-15.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"28/08/2012","","Café Amel","","-0.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"28/08/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"25/08/2012","","parking madison","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"25/08/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"25/08/2012","","Bar Madison","","-10.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"24/08/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"24/08/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"23/08/2012","","Remboursement Leila","Leila","200.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"23/08/2012","","Apero maison (feten & mohamed)","","-5.00","> Dépenses> Loisirs> Frais apero","> Actifs> Porte-monnaie","NON","Quotidien"
"23/08/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"22/08/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"21/08/2012","","Café Amel","","-0.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"21/08/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"20/08/2012","","monop: cereales & thon","","-13.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"19/08/2012","","tabac","","-1.50","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"19/08/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"18/08/2012","","mots flechés","","-3.50","> Dépenses> Achats & Shopping> Culture","> Actifs> Porte-monnaie","NON","Quotidien"
"18/08/2012","","monop: yoghourt, fromage, cereales","","-16.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"18/08/2012","","Monoprix","gel","-3.50","> Dépenses> Quotidien> Produits","> Actifs> Porte-monnaie","NON","Quotidien"
"16/08/2012","","Peage","bizerte","-1.50","> Dépenses> Auto> Autres> Peages","> Actifs> Porte-monnaie","NON","Quotidien"
"14/08/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"14/08/2012","","Complément tickets cadeaux maill+claquette+ t shirt @ 174","maillo+claquette  quicksilver ","-4.00","> Dépenses> Achats & Shopping> Vêtements","> Actifs> Porte-monnaie","NON","Quotidien"
"14/08/2012","","parking menzah 6","","-1.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"12/08/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"10/08/2012","","Fleurs (diner chez les zou)","","-20.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"09/08/2012","","Café Amel","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"09/08/2012","","salsa: trokadero","","-3.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"09/08/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"07/08/2012","","tabac","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"07/08/2012","","Café Amel","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"07/08/2012","","tabac pour moon","","-4.00","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON","Quotidien"
"07/08/2012","","Seed box","","-25.00","> Dépenses> Achats & Shopping> Culture","> Actifs> Porte-monnaie","NON","Quotidien"
"06/08/2012","","parking trokadero","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"06/08/2012","","salsa: trokadero","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"03/08/2012","","pack d'eau","","-4.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"03/08/2012","","tabac","","-2.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"02/08/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"02/08/2012","","salsa: trokadero","","-6.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"01/08/2012","","tabac pour moon","","-4.00","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON","Quotidien"
"31/07/2012","","salsa: trokadero","","-6.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"31/07/2012","","salsa: lake club","","-5.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"30/07/2012","","parking lake club","","-2.00","> Dépenses> Auto> Autres> Parking","> Actifs> Porte-monnaie","NON","Quotidien"
"30/07/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"30/07/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"29/07/2012","","monop: dej dimanche","","-3.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Filles;Quotidien"
"29/07/2012","","Coiffeur","","-5.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"29/07/2012","","Carte TT","moon","-5.00","> Dépenses> Achats & Shopping> Cadeaux> Famille","> Actifs> Porte-monnaie","NON","Quotidien"
"29/07/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"29/07/2012","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"28/07/2012","","Chocolat; chips, revues, biscuits, yoghourt","","-30.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"28/07/2012","","Ikea: étagères télés + meubles rangement","","-95.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON","Grands achats"
"26/07/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"24/07/2012","","Remboursement Taha","Taha","380.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"24/07/2012","","cea: timbre 10dt","Taha","-10.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"24/07/2012","","ABT EL MANAR          >TUNIS","","20.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"24/07/2012","","salsa: trokadero + big cheese brooklyn","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"24/07/2012","","Remboursement massage","","35.00","> Dépenses> Bien être et soins> Massage / SPA","> Actifs> Porte-monnaie","NON","Quotidien;Remboursement CCE"
"23/07/2012","","salsa: lake club","","-10.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"23/07/2012","","salsa: trokadero","","-6.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"22/07/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"20/07/2012","","Remboursement Leila (03/08)","Leila","200.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"16/07/2012","","Canari","","-20.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"16/07/2012","","Bar Hammamet: Brau house","","-15.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"16/07/2012","","Timbre fiscal","","-10.00","> Dépenses> Banque> Frais CEA","> Actifs> Porte-monnaie","NON","Quotidien"
"15/07/2012","","Hammamet: snack el medina","","-25.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"13/07/2012","","GAB CHARGUIA AEROPORT >TUNIS","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"13/07/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"12/07/2012","","GAB ABT EL GHAZALA    >TUNIS","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"10/07/2012","","Lavage","","-5.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"05/07/2012","","Madison","","-25.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"05/07/2012","","tabac","","-3.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"01/07/2012","","Tabarka: Resto Touta","","-20.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"30/06/2012","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"30/06/2012","","Tabarka Caburant","","-42.00","> Dépenses> Auto> Essence","> Actifs> Porte-monnaie","NON","Quotidien"
"30/06/2012","","Tabarka: tabac","","-20.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"30/06/2012","","Tabarka: Bieres","","-80.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"30/06/2012","","Tabarka: Snack","","-40.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"29/06/2012","","Trinidad","","-25.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"27/06/2012","","CEA: enregistrement","","-120.00","> Dépenses> Banque> Frais CEA","> Actifs> Porte-monnaie","NON","Quotidien"
"26/06/2012","","GAB ABT EL GHAZALA    >TUNIS","","300.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"25/06/2012","","Remboursement Leila (24/07)","Leila","200.00","> Dépenses> Avances","> Actifs> Porte-monnaie","NON","Quotidien"
"23/06/2012","","Coiffeur","","-5.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"21/06/2012","","DAB BT EL GHEZALA     ARIANA","","300.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"21/06/2012","","Trinidad","","-10.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"21/06/2012","","Abonnement cours Fares","","-80.00","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"19/06/2012","","Club 71","","-10.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"16/06/2012","","Télé: Abonnement annuel dream box (deux comptes)","","-100.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"16/06/2012","","Télé: Dream box HD","","-350.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON","Grands achats"
"16/06/2012","","Télé: Support (210dt) + cables + rallonge + multiprise","","-250.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON","Grands achats"
"16/06/2012","","LED sharp (1530dt) + LED sony (1100)","","-2630.00","> Dépenses> Logement> Autres","> Actifs> Porte-monnaie","NON","Grands achats"
"16/06/2012","","Retrait pour télés","","3360.00","> Actifs> Placement> Bourse> Compte bourse walid","> Actifs> Porte-monnaie","NON","Quotidien"
"15/06/2012","","Resto Les Ombrelles","","-60.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"14/06/2012","","ATM EL MANAR          TUNIS","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"14/06/2012","","ABT SHERATON          >TUNIS","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"10/06/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"10/06/2012","","Canari","","-15.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"08/06/2012","","Trinidad","","-10.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"05/06/2012","","Club 71","","-10.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"31/05/2012","","Osmose","","-20.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"30/05/2012","","Madison","","-20.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"29/05/2012","","Shewingoms","","-10.00","> Dépenses> Quotidien> Alimentation","> Actifs> Porte-monnaie","NON","Quotidien"
"29/05/2012","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"28/05/2012","","Lavage","","-8.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"28/05/2012","","Filtre a air","","-25.00","> Dépenses> Auto> Entretien","> Actifs> Porte-monnaie","NON","Quotidien"
"28/05/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"27/05/2012","","tabac","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa;tabac"
"25/05/2012","","Resto Angelina","","-90.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"24/05/2012","","ABT DAR FADHAL        >SOUKRA","","300.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"15/05/2012","","Timbre de voyage","","-60.00","> Dépenses> Vacances> Frais","> Actifs> Porte-monnaie","NON","Quotidien"
"07/05/2012","","GAB ABT EL GHAZALA    >TUNIS","","100.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2012","","ipod (deuxième tranche + réparation)","","-260.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Quotidien"
"05/05/2012","","Montre Guess","","-220.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"01/05/2012","","avance frais de tennis","samir","-50.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"01/05/2012","","Abonnement cours Salsa Faycla","","-40.00","> Dépenses> Bien être et soins> Salsa","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"01/05/2012","","Restaurant El Mandra","","-100.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"29/04/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"28/04/2012","","Remboursement cadeau Samir (Makra)","","155.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"28/04/2012","","Gardien","","-20.00","> Dépenses> Logement> Gardien","> Actifs> Porte-monnaie","NON","Quotidien"
"28/04/2012","","retrovo degli artisto (remboursement Selim)","","60.00","> Dépenses> Loisirs> Restaurant","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"28/04/2012","","Remboursement cadeau Samir (Nizar Ouni)","","155.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"28/04/2012","","Remboursement cadeau Samir (Slim)","","155.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"28/04/2012","","Remboursement cadeau Samir (Leila)","","155.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"28/04/2012","","Photos mariage Zouba & Emna","","-6.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien;Salsa"
"24/04/2012","","Apero maison (barca vs chelsea)","","-35.00","> Dépenses> Loisirs> Frais apero","> Actifs> Porte-monnaie","NON","Quotidien"
"22/04/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"21/04/2012","","Med Smile","","-12.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"21/04/2012","","Bar bizerte","","-21.00","> Dépenses> Loisirs> Bar","> Actifs> Porte-monnaie","NON","Quotidien"
"20/04/2012","","ABT BACH HAMBA        >TUNIS","","50.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"20/04/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"18/04/2012","","Coiffeur","","-5.00","> Dépenses> Quotidien> Coiffeur","> Actifs> Porte-monnaie","NON","Quotidien"
"18/04/2012","","tabac","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"11/04/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"09/04/2012","","tabac","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"08/04/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"05/04/2012","","Café Amel","","-4.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"05/04/2012","","Lavage","","-9.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"04/04/2012","","Cadeau mariage fa7oul","","-160.00","> Dépenses> Achats & Shopping> Cadeaux> Amis","> Actifs> Porte-monnaie","NON","Quotidien"
"04/04/2012","","Salon de thé: Brooklyn","","-16.00","> Dépenses> Loisirs> Sorties","> Actifs> Porte-monnaie","NON","Quotidien"
"30/03/2012","","Chocolats","","-10.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Halloula;Quotidien"
"29/03/2012","","AGENCE ALYSSA         Tunis","","250.00","> Actifs> Comptes chèques> Attijari","> Actifs> Porte-monnaie","NON","Quotidien"
"28/03/2012","","tabac","","-10.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"24/03/2012","","Renouvellement winancial","","-20.00","> Dépenses> Banque> Frais banquaires","> Actifs> Porte-monnaie","NON","Quotidien"
"24/03/2012","","Ipod","","-80.00","> Dépenses> Achats & Shopping> Cadeaux> Moi","> Actifs> Porte-monnaie","NON","Quotidien"
"22/03/2012","","sent bon","","-5.00","> Dépenses> Auto> Autres","> Actifs> Porte-monnaie","NON","Quotidien"
"22/03/2012","","Lavage","","-7.00","> Dépenses> Auto> Autres> Lavages","> Actifs> Porte-monnaie","NON","Quotidien"
"22/03/2012","","tabac","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien;tabac"
"21/03/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"21/03/2012","","Vignette","","-120.00","> Dépenses> Auto> Assurance/vignette","> Actifs> Porte-monnaie","NON","Quotidien"
"19/03/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"19/03/2012","","Tennis: location terrain","","-5.00","> Dépenses> Bien être et soins> Sport","> Actifs> Porte-monnaie","NON","Quotidien"
"14/03/2012","","Café Amel","","-5.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
"11/03/2012","","Café Amel","","-7.00","> Dépenses> Loisirs> Café","> Actifs> Porte-monnaie","NON","Quotidien"
